Table Names-1,Table Names,Linkedin URL,Other Contact ,Contact/ Admin Contact,Company Mail,Other Contact,Contact,Job CTC,Contact ,Career  Contact,S No,Company Name,Location,Source,Post URL,HR Mail,HR Contact,Company URL,Google-Contact,Job Role,Career Contact,Career Mail,Linkedin Contact,HR Name
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/SK,,,,,,,,,,268,Double Klick Designs,Delhi,Linkedin,https://www.linkedin.com/jobs/view/3431377585/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=EnqwRewXTljv2IHZioT96w%3D%3D&trackingId=ujHAiSqv2X4NpzgKPsAYcQ%3D%3D&trk=flagship3_search_srp_jobs,"prerna@dkd.co.in,gmegha399@gmail.com",,https://www.doubleklickdesigns.com/,,PHP Developer,9.892e+09,info@doubleklickdesigns.com,,
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/SK,,,,,,,,,,269,Audacix,Delhi,Linkedin,https://www.linkedin.com/jobs/view/3318289146/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=EnqwRewXTljv2IHZioT96w%3D%3D&trackingId=f2drTNPtKh5yDaxaIskgEg%3D%3D&trk=flagship3_search_srp_jobs,,,https://www.audacix.com/,61 3 7001 1430,Full Stack Software Developer,9845 00 86 96,support@audacix.com,,
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/SK,,,,,,,,,,270,ExpansionJS,Delhi,Linkedin,https://www.linkedin.com/jobs/view/3427261404/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=EnqwRewXTljv2IHZioT96w%3D%3D&trackingId=6lNG34%2FH8qs71WnsDGPhow%3D%3D&trk=flagship3_search_srp_jobs,shradha@expansionjs.com,,http://expansionjs.com/,,PHP Developer,9.95306e+09,info@expansionjs.com,,
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/SK,,,,,,,,,,271,Prakriti E-mobility Pvt. Ltd.,Delhi,Linkedin,https://www.linkedin.com/jobs/view/3318848958/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=EnqwRewXTljv2IHZioT96w%3D%3D&trackingId=Qgj5uyIIJ0wp%2BzwpYY3tTw%3D%3D&trk=flagship3_search_srp_jobs,,,https://www.eprakriti.com/,,PHP Developer,11-49540005/06,info@eprakriti.com,,
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/SK,,,,,,,,,,272,Fynzo,Delhi,Linkedin,https://www.linkedin.com/jobs/view/3404130172/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=EnqwRewXTljv2IHZioT96w%3D%3D&trackingId=VSiHnHr99LdWz%2BTYH5umYA%3D%3D&trk=flagship3_search_srp_jobs,"mspirerecruitment@gmail.com,hr@sovtechnologies.com,info@futuretouch.in,techeruditehr@gmail.com",,https://www.fynzo.com/,,PHP Developer,8.80077e+09,support@fynzo.com,,
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/SK,,,,,,,,,,273,Optimal Virtual Employee,Delhi,Linkedin,https://www.linkedin.com/jobs/view/3440524444/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=EnqwRewXTljv2IHZioT96w%3D%3D&trackingId=0wz7cNfnNu%2FFcoj5Y5k1XA%3D%3D&trk=flagship3_search_srp_jobs,,,https://www.optimalvirtualemployee.com/careers/,,React Native Developer,1204134036,enquiry@optimalvirtualemployee.com,,
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/SK,,,,,,,,,,274,Manomay Informatics LLC,Delhi,Linkedin,https://www.linkedin.com/jobs/view/3358897777/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=EnqwRewXTljv2IHZioT96w%3D%3D&trackingId=tdeH5dQS7Vw0hypedi%2FWNA%3D%3D&trk=flagship3_search_srp_jobs,,,https://manomayinformatics.com/pages/,,PHP Developer,8.85009e+09,support@manomayinformatics.com,,
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,1,Reliance Jio Infocom Limited,"Bengaluru, Karnataka",linkedin,https://www.linkedin.com/in/sonia-dsouza-45333317a/,,,http://www.ril.com,,Python Developer,,care@jio.com.,,Sonia Dsouza
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,2,Mobile Programming LLC,"Bengaluru, Karnataka",linkedin,https://www.linkedin.com/in/ajay-tanwar-8081b3251/,,,http://www.mobileprogramming.com,,Python Developer,(+91) 1724946000,"career@mobileprogramming.com, hr@mobileprogramming.com",1 (844) 333 2777,Ajay Tanwar
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,3,ITC Infotech,"Bengaluru, Karnataka",linkedin,https://www.linkedin.com/in/gopinath-devarajan-41961223/,,,https://www.itcinfotech.com/,,Python Developer,91 8022988331,itcinfotech@gmail.com,,Gopinath Devarajan
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,4,Tech Mahindra,"Bengaluru, Karnataka",linkedin,https://www.linkedin.com/in/ricky-godwin-594764170/,,,https://www.techmahindra.com/en-in/,,Python Developer/ lead,,,,Ricky Godwin
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,5,Cisco,"Karnataka, India",linkedin,,,,,,,,,,
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,6,Atos,"Bengaluru, Karnataka",linkedin,https://www.linkedin.com/in/selvaraj-sharani-87320b179/,,,https://atos.net/en/,,JAVA developer,0800 783 3040,,,Selvaraj Sharani
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,7,Tata Consultancy Services,"Bengaluru, Karnataka",linkedin,https://www.linkedin.com/in/vishwanathmn1996/,,,https://www.tcs.com/,,Java Developer,1800-209-3111,careers@tcs.com,,Vishwanath M Nilajagi
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,8,Sapiens,"Bengaluru, Karnataka",linkedin,https://www.linkedin.com/in/akshay-m-j-580847154/,,,https://sapiens.com/,,Java Developer,81 45 682 4777,sapiens@sapiens.com,,Akshay M J
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,9,TEKsystems,"Bengaluru, Karnataka",linkedin,https://www.linkedin.com/in/harshul-bansal-763022181/,,,https://www.teksystems.com,,Java developer,"30113318, 4105403130",mpowers@teksystems.com,,Harshul Bansal
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,10,Uplers,Greater Bengaluru Area,linkedin,https://www.linkedin.com/in/nitintripathin/,nitin.t@uplers.com,,https://www.uplers.com/,,Java Developer,91 79 40324566,contact@uplers.com,,Nitin Tripathi
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,11,Unisys,Bangalore,linkedin,https://www.linkedin.com/in/m-abhishek-360497a6/,,,http://www.unisys.com/,,Java Developer,080 4032 3400,"psaserbilis@unisys.com, info@psaserbilis.com",,M ABHISHEK
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,12,Cyient,Bengaluru South,linkedin,https://www.linkedin.com/in/pooja-h-u-972736177/,,,https://www.cyient.com,,JAVA Developer,"(040) 67641000, 91 40 2311 0357",jen.davila@infotech-enterprises.com,,Pooja H U
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,13,VDart,"Bengaluru, Karnataka",linkedin,https://www.linkedin.com/in/jazmine-ishwarya-8626aa228/,,,http://www.vdart.com,,Java Developer,0431- 4241441,,,Jazmine ishwarya
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,14,SA Technologies Inc.,Bengaluru South,linkedin,https://www.linkedin.com/in/sibani-mishra-3ba7931ab/,sibanimishra95@gmail.com,,https://satincorp.com,,Java Developer,408 4007043,sales@satincorp.com,,Sibani Mishra
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,15,Matrix HR Technologies,"Bengaluru, Karnataka",linkedin,https://www.linkedin.com/in/aruna-dk-580709234/,,,http://www.matrixhrservices.com/,,Java developer,91 080 4957 7679,srinivas@matrixmanagementservices.com,080 4957 7679,Aruna dk
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,16,Winfort,Bengaluru North,linkedin,https://www.linkedin.com/in/sugandha-singh-b35a55169/,,,http://www.winfort.net,,Java Developer,011 4041 6003,shalendra@winfort.net,,Sugandha Singh
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,17,Tekskills Inc.,"Bengaluru, Karnataka,",linkedin,https://www.linkedin.com/in/chandan-kumar-sah-493769191/,,,https://www.tekskills.in/,,Python Developer,040 6728 5600,info@tekskills.in,,Chandan kumar Sah
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,18,Diverse Lynx,"Bengaluru, Karnataka",linkedin,https://www.linkedin.com/in/swati-sinha-b6267b141/,,,http://www.diverselynx.com,,Python Developer,7.32452e+09,sid@diverselynx.com,"(0120) 4604500, 7324520684",Swati Sinha
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,19,Growth Gamut,Bengaluru North,linkedin,linkedin.com/in/saniya-s-lal-5b60a41a6/,saniyaslal24@gmail.com,,http://www.growthgamut.com,,"Python Developer
""",098456 96049,info@growthgamut.com,"9,188,849,222,489,840,000,000",Saniya S Lal
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,20,Global Talent Exchange,"Bengaluru, Karnataka",linkedin,https://www.linkedin.com/in/sameer-nagarmath-l-i-o-n-8bb43515/,mail7sameer@gmail.com,,https://globaltalex.com/,,Python Developer,8.01061e+09,info@globaltalex.com,,Sameer Nagarmath
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,21,CIEL HR,"Bengaluru, Karnataka",linkedin,https://www.linkedin.com/in/sathyanarayana-ks-2ab226195/,,,http://www.cielhr.com,,Python Developer,095973 65636,info@cielhr.com,,Sathyanarayana Ks
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,22,Turing,"Bengaluru, Karnataka",linkedin,https://www.linkedin.com/in/amar-yadav-t-n-88b06720a/,,,http://turing.com/s/wY0xCJ,,Java Developer,44 (0)20 3862 3352.,"support@turing.com,partnerships@turing.com",,Amar yadav
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,23,Talent Corner HR Services Pvt Ltd,"Bengaluru, Karnataka",linkedin,https://www.linkedin.com/in/neha-nair-287631225/,,,http://www.talentcorner.in,,Java Developer,91 9769771504,komal.bhanushali@talentcorner.in,,Neha Nair
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,24,Kaarlo Training & HR Solutions Pvt. Ltd.,"Bengaluru, Karnataka",linkedin,https://www.linkedin.com/in/m-agnes-063219221/,,,http://www.kaarlo.in,,Java Full Stack Developer,7.359e+09,support@signalhire.com,0431 3500517,M AGNES
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,25,Thompsons HR Consulting LLP,"Bengaluru, Karnataka",linkedin,https://www.linkedin.com/in/yuvasree-chandrasekar-81a923208/,,,http://www.thompsonshr.com,,Full Stack Developer,044 4553 5366,admin@thompsonshr.com,,Yuvasree Chandrasekar
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,26,RAMSOL PVT LTD / WITS ACUMEN,"Bengaluru, Karnataka",linkedin,https://www.linkedin.com/in/krishnaveni-talari-60650397/,,,http://www.ramsol.in,,java full stack developer,044 2265 9155,dhanalakshmi.e@ramsol.co.in,,krishnaveni talari
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,27,JPMorgan Chase & Co.,"Bengaluru, Karnataka",linkedin,https://www.linkedin.com/in/ashwini-divakar-22b46b163/,,,http://www.jpmorganchase.com,,Python Full Stack developer,080667 60000,customerservice.india@jpmorgan.com,(800) 935-9935,Ashwini Divakar
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,28,Sutherland,"Bengaluru, Karnataka",linkedin,https://www.linkedin.com/in/deepika-pandey-542a20ba/,,,https://www.sutherlandglobal.com/,,Full Stack Developer,5.85587e+09,P.Narasimhan@sutherlandglobal.com,,DEEPIKA PANDEY
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,29,Boeing,"Bengaluru, Karnataka",linkedin,https://www.linkedin.com/in/aman-jaiswal-2b1266130/,,,http://www.boeing.com,,Associate Software Engineer - Full Stack Developer,080 6148 1000,jane.doe@boeing.com,,Aman Jaiswal
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,30,Terralogic,"Bengaluru, Karnataka",linkedin,https://www.linkedin.com/in/biswa-ranjan-936555118/,,,https://www.terralogic.com/,,Python Full-stack Developer,1.40821e+10,hiring@terralogic.com,,Biswa Ranjan
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,31,ShopSe,"Bengaluru, Karnataka",linkedin,https://www.linkedin.com/in/ajay-raj-417a3766/,,,https://shopse.page.link/rniX,,Backend Developer - Python,022 49390009,care@getshopse.com,,Ajay Raj
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,32,CloudPanel Technologies,Bengaluru North,linkedin,https://www.linkedin.com/jobs/view/3417434503/?eBP=JOB_SEARCH_ORGANIC&refId=Bs2RQxF%2FlPB2ZJk2OsbVLQ%3D%3D&trackingId=tu18uwcLJs%2B8WooNkQkoEw%3D%3D&trk=flagship3_search_srp_jobs,,,http://www.cloudpaneltec.com,,Python Developer,91 80 43771256,advjyothipnair@gmail.com,,
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,33,Arzooo,"Bengaluru, Karnataka",linkedin,https://www.linkedin.com/in/neha-kumari-b70539147/,,,https://arzooo.com,,Backend Developer,080-68001122,help@arzooo.com,,Neha Kumari
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,34,ProDT Consulting Services,"Bengaluru, Karnataka",linkedin,https://www.linkedin.com/in/anuja-deshmukh-ab83381bb/,,,http://www.prodt.co,,Python Developer (Flask / Django),7.21813e+09,sanjeev.lalwani@gmail.com,,Anuja Deshmukh
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,35,EASYECOM,"Bengaluru, Karnataka",linkedin,https://www.linkedin.com/in/shraddha-mahajan-bb6017165/,,,https://www.easyecom.io,,Backend Developer,080 3303 7711,care@easyecom.io,,Shraddha Mahajan
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,36,PeopleDecode,"Bengaluru, Karnataka",linkedin,https://www.linkedin.com/in/swathi-m-0424661a2/,,,https://peopledecode.com/,,Python Developer,"7904439681,  90197 00395",info@peopledecode.com,,Swathi M
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,37,SparkCognition,"Bengaluru, Karnataka",linkedin,https://www.linkedin.com/jobs/view/3409466397/?eBP=JOB_SEARCH_ORGANIC&refId=Bs2RQxF%2FlPB2ZJk2OsbVLQ%3D%3D&trackingId=SuFSKuTtulSavj2QrW%2FGbg%3D%3D&trk=flagship3_search_srp_jobs,,,https://www.sparkcognition.com,,Backend Developer,(844) 205-7173,info@sparkcognition.com,,
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,38,Itish Business Solutions,Bengaluru East,linkedin,https://www.linkedin.com/in/vidhya-shree-50a90991/,,,http://www.itish.in/,,Backend Engineer,095021 47070,accounts@itish.in,,Vidhya Shree
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,39,AMP,"Bengaluru, Karnataka",linkedin,https://www.linkedin.com/in/paul-abraham-075b64124/,,,http://www.amp.tech,,HIL Engineer (Python),1 (800) 894 7104,at hr2@amp-india.com,,Paul Abraham
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,40,DIGITAP.AI,"Bengaluru, Karnataka",linkedin,https://www.linkedin.com/in/bhartikhulbe/,,,https://www.digitap.ai/,,Python Backend Developer,91 99871 74427,shari@digital.ai,,Bharti Khulbe
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,41,CGI,"Bengaluru, Karnataka",linkedin,https://www.linkedin.com/in/madhumitha-vinay-263431192/,,,https://cgi.com,91 22 62011000,Python Developer,91-120-4844644,info@cgi.com.,,Madhumitha Vinay
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,42,Cambium Networks,"Bengaluru, Karnataka",linkedin,https://www.linkedin.com/in/shreya-srivastava-4a097218b/,,,http://www.cambiumnetworks.com,,Backend Developer - Python,1 888 863 5250,support.cambiumnetworks.com,,Shreya Srivastava
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,43,Gracira Technologies,Bengaluru North,linkedin,https://www.linkedin.com/in/yas-raj-982aa1229/,,,http://www.gracira.com/,087927 52380,Python Developer,"9108240511, 91 78291 04695",hr@gracira.com,,Yas raj
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,44,Sadup Softech,"Bengaluru, Karnataka",linkedin,https://www.linkedin.com/in/lasya-dangeti-077752b7/,,,https://sadupsoft.com,,Python Developer,7.38661e+09,indrakumar.peram@gmail.com,,Lasya Dangeti
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,45,Sagacious IP,Bengaluru North,linkedin,https://www.linkedin.com/in/archana-yadav-8b150478/,,,http://www.sagaciousresearch.com,1 (773) 917 8382,Python Developer,1 (206) 207 3461,info@sagaciousresearch.com,,Archana Yadav
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,46,MedTel Healthcare,"Bengaluru, Karnataka",linkedin,https://www.linkedin.com/in/amishrs/,,,https://medtel.io,,Backend Developer,91-8010508822,board@medtel.in,,Amish R S
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,47,Jodo,"Bengaluru, Karnataka",linkedin,https://www.linkedin.com/in/saakshi-rajput-28b8b01a8/,,,http://www.jodo.in,,Backend Developer,91 9606108182,support@jodopay.com.,,Saakshi Rajput
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,48,Navya Care,Bengaluru North,linkedin,https://www.linkedin.com/in/shveta-gadwani-79ab6416/,,,https://bit.ly/2YYpvat,,Python Developer,91 8088887734,"help@navya.care , partnerships@navya.care",,Shveta Gadwani
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,49,ICF,"Bengaluru, Karnataka",linkedin,https://www.linkedin.com/in/sakshi-sharma-9621a9179/,,,https://www.icf.com,,Java backend developer,,"ICFCareerCenter@icf.com , icfadmn@md2.vsnl.net.in",,Sakshi Sharma
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,50,Nimesa,Bengaluru North,linkedin,https://www.linkedin.com/in/swagat-bhoi-782937229/,,,http://nimesa.io/,,Java Developer,1-408-940-1351,"hr@nimesa,io",,Swagat Bhoi
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,51,Vista's Learning,"Bengaluru, Karnataka",linkedin,https://www.linkedin.com/in/raja-regulus-5942b4199/,,,https://v-learning.in,,Java Full-stack Developer / Java Backend Developer,099458 99989,first_initial last@vistahigherlearning.com,,Raja Regulus
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,52,TeamPlus Staffing Solution Pvt Ltd,"Bengaluru, Karnataka",linkedin,https://www.linkedin.com/in/ankita-bansode-084392199/,,,http://www.teamplusindia.in,,Java Backend Developer,9.18088e+11,hr@teamplusindia.in,,Ankita
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,53,e-Hireo,"Bengaluru, Karnataka",linkedin,https://www.linkedin.com/in/chandrakanti-panda-529103208/,,,http://www.ehireo.com,,Full Stack Developer - Java/J2EE/Javascript,9.97282e+09,,,Chandrakanti Panda
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,54,Encora Inc.,"Bengaluru, Karnataka",linkedin,https://www.linkedin.com/in/naveen-narasimha-gowda-a78017102/,,,http://www.encora.com,,Java developer,91 80 6695 3400,,,Naveen Narasimha Gowda
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,55,iKrux Engineering,"Bengaluru, Karnataka",linkedin,https://www.linkedin.com/in/abhishek-bansal96/,,,http://www.ikrux.com,,Software Engineer (Java Developer),"090802 66963 , 91-7483847136",biz@ikrux.com,,Abhishek B.
"Intership Dataset.xlsx/MN,Intership Dataset.xlsx/HM,Intership Dataset.xlsx/MS,Intership Dataset.xlsx/SK",Intership Dataset.xlsx/MN,,,,,,,,,,56,GM Infotech,Bangalore,linkedin,https://www.linkedin.com/in/nidhi-joshi-15759a189/,,,https://gminfotech.in/,,Python Developer,1-281-957-5438,info@gm-it.com,,Nidhi Joshi
